attendance_percentage,absence_streak,late_count,attendance_trend,classes_attended,classes_missed,quiz_average,assignment_average,learning_minutes,course_completion,previous_exam_score,recent_score_trend,risk_label,predicted_performance,engagement_level,is_anomaly
73.2,0,1,-0.135,42,15,64.1,66.7,323.6,75.6,66.5,0.089,LOW,62.3,MEDIUM,1
85.1,0,1,-0.397,36,6,96.1,73.7,340.4,71.2,76.2,0.176,LOW,81.3,MEDIUM,1
87.8,1,3,0.347,37,5,88.5,83.3,362.9,75.9,80.1,0.388,LOW,89.1,HIGH,1
72.2,0,5,-0.271,41,16,68.3,76.4,377.2,83.2,62.4,-0.128,LOW,74.7,HIGH,1
98.6,0,2,-0.007,44,1,98.0,90.5,470.3,100.0,92.6,0.265,LOW,97.2,HIGH,1
69.2,2,4,-0.525,28,12,69.1,74.9,365.7,76.4,60.5,0.026,MEDIUM,69.1,HIGH,1
63.6,0,2,-0.533,34,20,82.7,72.5,325.6,68.2,70.6,0.263,LOW,68.0,HIGH,1
95.6,0,4,0.202,48,2,97.9,80.0,443.2,83.8,99.8,-0.107,LOW,87.7,HIGH,1
88.5,0,1,-0.097,43,6,64.1,82.1,385.3,75.4,71.9,0.276,LOW,77.4,HIGH,1
91.3,1,2,0.033,39,4,71.4,85.5,374.4,93.5,73.9,-0.236,LOW,82.3,HIGH,1
65.4,0,5,-0.794,35,18,98.0,55.3,10.0,63.7,58.9,-0.376,MEDIUM,65.3,MEDIUM,-1
94.5,1,2,0.625,39,2,80.2,87.9,322.7,80.1,75.6,0.153,LOW,80.4,HIGH,1
73.1,2,3,0.207,38,14,77.1,75.1,351.1,69.4,89.7,0.254,LOW,76.2,MEDIUM,1
75.2,0,4,0.519,41,14,52.1,84.4,297.8,86.5,61.7,0.069,LOW,68.3,MEDIUM,1
78.7,0,1,0.483,40,11,73.9,90.5,378.6,76.1,65.7,0.495,LOW,76.0,HIGH,1
57.8,2,1,0.106,25,19,70.6,81.7,369.1,65.4,68.0,-0.054,MEDIUM,73.4,MEDIUM,1
96.4,0,1,0.026,56,2,93.6,51.3,454.6,95.0,87.1,0.344,LOW,80.1,HIGH,1
85.7,0,3,0.114,36,6,70.9,69.9,396.4,70.5,81.1,-0.216,LOW,76.4,HIGH,1
56.6,2,1,-0.549,33,26,51.1,55.3,355.7,62.1,42.4,0.068,HIGH,55.0,MEDIUM,1
63.2,3,2,-0.224,26,15,62.7,68.8,289.4,64.9,60.2,0.286,MEDIUM,64.2,MEDIUM,1
50.4,4,0,-0.623,28,28,66.8,56.1,242.1,77.9,55.4,0.369,HIGH,57.9,MEDIUM,1
71.7,1,4,0.524,36,14,56.5,82.0,260.2,86.2,54.6,-0.136,LOW,66.8,MEDIUM,1
88.1,0,3,0.369,35,5,75.7,72.9,444.4,81.7,79.2,-0.315,LOW,82.4,HIGH,1
66.5,3,1,-0.063,39,19,62.9,72.0,356.7,63.3,68.7,0.037,MEDIUM,68.0,MEDIUM,1
81.4,1,0,-0.068,38,9,57.3,68.8,282.8,67.9,61.2,0.226,MEDIUM,62.7,MEDIUM,1
57.3,5,0,0.1,29,21,44.7,67.1,305.3,78.2,52.0,-0.322,HIGH,51.6,MEDIUM,1
83.2,0,1,-0.374,39,8,94.5,51.5,420.4,57.6,83.7,0.222,MEDIUM,81.7,MEDIUM,1
47.8,2,1,-0.282,27,29,68.6,54.9,217.6,60.3,68.8,0.611,MEDIUM,62.7,MEDIUM,1
88.0,0,1,0.146,52,7,91.2,62.1,424.6,79.2,82.8,-0.387,LOW,78.4,HIGH,1
96.5,0,4,0.589,43,2,79.2,94.5,418.1,100.0,85.9,-0.633,LOW,88.0,HIGH,1
86.3,0,2,-0.289,40,6,79.9,80.0,386.0,69.3,96.2,-0.404,LOW,81.5,HIGH,1
78.0,1,4,0.507,41,11,80.9,73.9,312.0,79.8,68.9,0.397,LOW,82.2,HIGH,1
55.2,6,2,0.097,25,21,81.5,60.9,418.9,65.9,67.4,-0.114,HIGH,67.4,MEDIUM,1
93.8,0,2,0.463,47,3,86.6,80.4,368.2,88.6,89.7,-0.162,LOW,88.3,HIGH,1
96.4,0,2,-0.072,47,2,75.2,94.0,366.8,93.5,88.0,-0.141,LOW,93.4,HIGH,1
72.3,8,4,-0.95,34,13,79.1,72.5,297.5,84.9,97.6,0.143,LOW,78.0,HIGH,-1
61.5,0,1,0.021,30,19,31.7,63.8,305.4,65.4,40.9,0.309,MEDIUM,46.0,MEDIUM,1
80.2,1,2,0.188,40,10,64.4,58.6,302.8,65.1,69.5,0.311,MEDIUM,64.3,MEDIUM,1
87.0,8,4,-0.95,51,8,79.8,73.6,372.7,67.1,76.6,0.267,LOW,75.8,HIGH,-1
84.3,0,4,0.246,47,9,98.0,76.7,10.0,78.0,87.0,-0.026,LOW,84.7,HIGH,-1
92.6,0,2,-0.091,46,4,89.6,85.4,331.4,82.2,72.7,0.004,LOW,85.1,HIGH,1
58.8,5,2,-0.446,32,23,59.6,71.8,249.8,74.7,64.8,-0.242,HIGH,62.1,MEDIUM,1
74.4,1,2,0.333,33,11,70.6,80.6,311.7,66.1,73.6,0.376,LOW,75.0,MEDIUM,1
95.9,0,3,-0.081,47,2,79.0,81.8,452.1,100.0,73.0,0.16,LOW,84.0,HIGH,1
66.6,0,2,-0.15,39,20,76.6,60.9,324.9,66.0,74.4,0.048,LOW,74.0,MEDIUM,1
70.5,1,2,-0.285,31,13,76.6,69.9,323.8,79.6,68.0,-0.266,LOW,72.3,HIGH,1
58.1,4,1,-0.314,34,25,62.9,56.7,332.3,68.6,63.1,-0.547,HIGH,59.7,MEDIUM,1
88.4,0,1,0.552,42,6,71.6,61.7,358.9,67.3,66.6,-0.286,LOW,74.4,HIGH,1
76.6,1,4,0.165,32,10,78.0,78.6,411.2,76.5,74.6,0.151,LOW,87.0,MEDIUM,1
42.5,5,3,0.108,18,24,57.4,39.8,349.8,58.2,56.0,-0.15,HIGH,50.5,MEDIUM,1
93.9,0,2,0.605,46,3,98.0,71.3,482.8,87.3,91.1,0.396,LOW,88.2,HIGH,1
73.5,0,2,0.372,34,12,71.2,72.5,422.6,75.8,68.8,-0.29,LOW,77.2,HIGH,1
80.1,0,2,0.232,33,8,72.5,92.6,384.5,88.3,73.3,0.017,LOW,77.1,HIGH,1
80.0,0,1,0.069,38,9,65.0,69.1,358.9,69.7,66.6,0.095,LOW,69.6,MEDIUM,1
70.6,0,1,0.036,36,15,88.6,51.0,358.9,50.2,79.4,-0.507,LOW,69.2,MEDIUM,1
93.8,0,1,0.004,45,3,82.9,80.6,451.6,96.2,86.4,0.264,LOW,85.6,HIGH,1
92.2,0,4,0.43,46,4,84.0,80.5,355.7,79.0,78.8,-0.058,LOW,86.4,HIGH,1
76.1,0,0,0.165,44,14,93.6,64.6,424.5,62.2,75.9,-0.726,LOW,74.7,HIGH,1
79.2,0,4,0.357,47,12,88.6,73.2,365.5,89.7,80.5,-0.07,LOW,86.8,HIGH,1
78.4,0,1,0.595,44,12,57.6,67.5,359.0,75.4,63.2,0.288,LOW,66.0,MEDIUM,1
79.7,0,2,0.68,41,11,89.3,79.3,391.2,62.4,70.4,-0.224,LOW,77.5,MEDIUM,1
76.9,0,0,0.31,31,9,87.4,67.1,402.3,63.0,79.6,-0.375,LOW,76.9,MEDIUM,1
74.1,0,3,0.309,30,10,51.1,66.0,344.3,72.2,50.5,-0.38,LOW,58.5,MEDIUM,1
84.1,1,4,0.04,40,7,95.2,85.7,415.2,78.3,88.4,-0.081,LOW,87.6,MEDIUM,1
89.0,0,2,0.383,46,6,72.6,77.9,391.3,85.0,72.2,0.217,LOW,68.5,HIGH,1
81.8,0,3,-0.154,37,8,85.0,70.9,364.0,73.8,75.7,0.104,LOW,71.9,MEDIUM,1
94.8,0,2,0.13,40,2,76.2,97.8,403.8,88.7,79.9,-0.489,LOW,83.3,HIGH,1
73.8,0,2,-0.205,41,14,98.0,76.6,350.9,78.4,97.9,-0.148,LOW,85.4,HIGH,1
91.3,0,5,-0.287,45,4,83.1,64.0,357.3,66.5,74.9,0.185,LOW,84.3,MEDIUM,1
79.2,8,3,-0.95,36,10,85.5,63.3,312.1,60.8,99.5,-0.258,LOW,78.7,HIGH,-1
78.6,0,4,-0.193,33,9,76.2,74.3,391.8,82.2,72.0,-0.092,LOW,74.9,MEDIUM,1
89.2,0,2,-0.061,47,6,67.0,88.9,332.3,87.2,66.4,-0.376,LOW,73.8,HIGH,1
89.2,0,1,0.231,49,6,78.6,58.5,414.2,84.4,79.8,-0.011,LOW,76.9,HIGH,1
94.2,1,0,0.387,41,2,65.2,69.7,387.1,71.3,61.0,0.077,LOW,69.2,HIGH,1
86.3,0,2,0.692,45,7,81.7,92.4,340.3,87.2,81.2,0.452,LOW,90.2,HIGH,1
88.7,0,2,-0.466,35,5,76.9,71.8,321.8,71.2,60.1,0.039,LOW,74.1,HIGH,1
88.1,0,3,-0.158,39,5,62.4,71.6,378.9,78.8,65.3,0.091,LOW,70.0,HIGH,1
96.5,0,6,-0.465,55,2,77.8,68.8,363.2,92.0,90.2,0.061,LOW,83.6,HIGH,1
87.6,0,2,-0.28,45,6,65.8,84.9,378.3,89.7,76.4,-0.1,LOW,77.5,HIGH,1
83.4,0,0,0.257,42,8,71.2,60.7,387.0,67.8,67.8,0.044,LOW,61.4,HIGH,1
70.8,0,3,0.091,34,14,68.6,70.8,286.5,72.2,66.0,0.456,LOW,69.2,MEDIUM,1
75.1,0,1,-0.381,35,11,81.2,78.3,304.5,74.6,70.2,-0.075,LOW,79.0,MEDIUM,1
66.1,1,3,-0.15,35,18,57.5,70.5,294.2,62.9,78.0,-0.276,MEDIUM,65.7,MEDIUM,1
79.5,0,1,0.564,33,9,64.9,77.9,334.0,72.9,55.8,0.149,LOW,71.5,HIGH,1
51.2,3,5,-0.566,28,27,64.7,56.9,246.0,51.9,69.7,-0.283,HIGH,63.1,LOW,1
91.4,0,0,0.227,42,4,81.4,92.0,319.3,96.2,84.0,0.241,LOW,87.8,HIGH,1
72.1,3,1,0.579,29,11,80.0,76.4,390.6,72.5,81.0,-0.307,LOW,82.8,MEDIUM,1
76.0,0,3,-0.165,34,11,70.5,59.8,342.0,67.3,79.9,0.451,LOW,73.3,MEDIUM,1
49.5,2,1,-0.275,22,23,66.3,57.0,296.0,53.8,56.7,0.086,HIGH,55.3,MEDIUM,1
88.9,0,5,-0.341,44,5,44.7,99.0,336.8,100.0,67.9,-0.11,LOW,75.7,HIGH,1
85.2,0,0,0.506,43,8,68.8,82.0,401.7,70.4,64.3,0.157,LOW,74.1,MEDIUM,1
79.8,0,2,0.225,46,12,75.3,83.0,352.3,75.3,93.8,0.142,LOW,78.7,HIGH,1
80.8,0,2,-0.083,36,9,74.1,64.4,349.9,72.6,70.7,0.131,MEDIUM,75.4,HIGH,1
89.0,0,3,0.044,47,6,81.2,90.1,360.0,85.5,74.4,0.018,LOW,83.8,HIGH,1
35.9,2,3,0.031,15,27,63.5,35.1,245.4,49.4,54.8,-0.049,HIGH,46.7,LOW,1
76.5,0,2,-0.38,38,11,67.0,77.5,327.0,97.0,74.0,0.364,LOW,75.3,MEDIUM,1
90.4,0,1,-0.146,43,5,83.8,77.5,381.1,67.9,93.7,-0.045,LOW,88.6,MEDIUM,1
57.5,3,3,-0.184,34,25,61.0,63.1,217.3,54.1,61.1,-0.086,MEDIUM,57.7,MEDIUM,1
59.5,2,2,0.018,34,24,70.3,77.0,287.4,69.6,68.2,0.126,MEDIUM,76.5,MEDIUM,1
87.4,0,1,0.237,47,7,84.6,68.1,411.5,80.6,86.5,0.096,LOW,78.8,HIGH,1
65.8,0,1,-0.684,32,16,54.7,72.0,291.3,60.9,62.5,-0.254,MEDIUM,61.9,MEDIUM,1
83.9,1,3,0.4,49,9,81.1,80.4,403.9,82.9,80.4,0.417,LOW,83.7,HIGH,1
62.5,2,0,0.104,29,18,73.3,70.6,274.7,62.5,74.9,-0.314,MEDIUM,68.4,MEDIUM,1
82.6,0,1,0.402,35,8,78.0,91.3,350.7,88.2,68.1,-0.32,LOW,85.5,HIGH,1
70.7,2,2,0.106,31,13,74.8,71.4,354.4,71.9,73.2,0.465,MEDIUM,70.9,MEDIUM,1
82.6,0,4,-0.071,48,10,78.3,81.6,372.9,83.5,75.0,0.003,LOW,80.4,HIGH,1
63.3,1,4,0.183,34,19,57.3,78.9,174.3,76.1,61.1,0.076,MEDIUM,68.0,MEDIUM,1
87.6,0,1,-0.04,50,7,73.2,71.9,356.1,84.0,75.0,-0.123,LOW,76.8,HIGH,1
61.0,2,2,-0.209,35,23,67.6,65.9,260.2,53.9,50.1,-0.054,MEDIUM,62.1,MEDIUM,1
79.1,0,1,0.378,36,9,73.6,62.9,351.6,73.4,63.3,0.296,LOW,67.5,MEDIUM,1
71.3,0,3,0.481,31,13,62.7,77.7,198.8,82.6,68.9,0.171,LOW,67.9,MEDIUM,1
93.0,0,3,-0.116,46,4,73.2,82.9,400.4,88.6,80.0,0.153,LOW,76.1,HIGH,1
83.5,1,3,0.491,37,7,75.9,84.9,399.1,76.3,78.0,-0.278,LOW,69.0,HIGH,1
73.4,0,2,-0.063,34,13,55.0,72.2,291.3,73.2,53.1,-0.029,MEDIUM,68.8,MEDIUM,1
96.7,0,4,0.341,43,1,77.4,78.0,396.7,84.0,74.9,0.193,LOW,80.5,HIGH,1
66.3,0,0,-0.051,33,17,83.1,73.5,311.8,70.3,86.6,-0.467,LOW,76.5,MEDIUM,1
81.5,0,2,0.121,42,10,79.0,91.1,435.7,82.0,90.2,-0.202,LOW,90.3,HIGH,1
66.9,1,1,-0.66,30,15,63.0,75.9,364.9,70.6,64.7,0.212,MEDIUM,65.0,HIGH,1
65.3,1,3,-0.552,29,15,62.2,55.1,352.6,67.7,52.9,-0.256,MEDIUM,57.2,MEDIUM,1
54.4,3,5,0.048,31,26,91.1,66.4,398.6,50.4,94.6,-0.137,MEDIUM,76.7,MEDIUM,1
97.8,0,3,0.238,48,1,83.5,99.0,472.0,89.8,100.0,0.28,LOW,90.8,HIGH,1
79.2,0,3,0.268,44,11,81.1,69.0,348.4,67.9,80.8,0.143,LOW,71.3,MEDIUM,1
66.0,0,3,-0.334,35,18,59.3,64.8,308.4,73.6,62.5,0.207,MEDIUM,61.1,MEDIUM,1
81.4,1,3,-0.013,44,10,81.6,57.0,397.9,67.9,65.4,0.137,LOW,65.5,MEDIUM,1
78.3,0,4,0.241,33,9,57.6,74.3,344.9,72.4,66.2,0.142,LOW,72.3,MEDIUM,1
94.1,1,4,0.002,40,2,77.3,77.8,343.1,81.1,77.8,0.04,LOW,80.3,HIGH,1
54.0,8,2,-0.95,28,23,58.5,69.0,299.7,59.9,57.9,-0.3,HIGH,54.0,MEDIUM,-1
72.7,1,3,-0.252,39,15,45.5,72.8,321.0,83.5,51.4,-0.076,MEDIUM,61.2,MEDIUM,1
73.6,1,1,0.126,37,13,77.4,75.0,373.3,73.4,71.7,-0.04,LOW,78.7,HIGH,1
88.9,0,0,-0.116,44,5,73.4,85.5,395.4,91.5,85.9,-0.366,LOW,85.0,HIGH,1
48.2,3,3,-0.181,28,31,69.0,43.5,273.5,49.2,65.4,-0.119,HIGH,60.6,MEDIUM,1
84.3,0,2,-0.227,46,8,74.1,89.4,397.1,95.7,87.7,-0.072,LOW,81.3,HIGH,1
95.8,0,3,0.49,55,2,71.2,87.3,315.2,97.4,75.5,0.377,LOW,84.2,HIGH,1
57.9,2,1,-0.738,31,22,70.3,75.8,320.5,68.0,74.6,-0.434,MEDIUM,68.9,MEDIUM,1
94.3,0,2,0.416,42,3,80.5,86.6,447.5,92.5,80.6,0.043,LOW,88.5,HIGH,1
97.6,1,2,0.006,52,1,84.3,87.8,488.6,90.9,75.6,0.109,LOW,85.6,HIGH,1
75.3,0,2,0.287,41,14,78.9,72.1,378.8,73.8,80.0,0.199,LOW,78.6,MEDIUM,1
94.9,0,7,0.239,39,2,85.1,77.8,378.3,81.7,77.4,0.289,LOW,83.0,HIGH,1
90.4,0,0,-0.056,52,6,72.6,89.4,364.4,87.3,80.9,-0.28,LOW,82.2,HIGH,1
85.6,0,2,-0.024,38,6,57.4,82.9,369.6,82.4,55.8,-0.091,LOW,69.6,HIGH,1
89.1,0,7,0.415,45,5,68.1,76.7,392.3,75.5,77.4,0.182,LOW,75.8,HIGH,1
56.2,4,1,-0.202,28,22,60.9,78.6,240.0,72.0,71.6,-0.073,HIGH,64.5,MEDIUM,1
66.5,2,4,-0.332,39,19,67.9,68.0,324.0,59.4,62.7,0.059,MEDIUM,69.4,MEDIUM,1
88.5,1,1,-0.02,50,7,96.6,83.9,408.9,85.5,92.1,0.308,LOW,90.0,HIGH,1
62.8,0,2,-0.32,30,17,91.4,56.8,332.7,56.2,79.9,0.256,LOW,71.3,MEDIUM,1
68.1,0,3,0.247,35,16,67.6,66.2,325.2,79.7,82.1,0.152,LOW,73.0,MEDIUM,1
70.8,1,5,0.551,34,14,75.6,60.8,342.7,73.5,69.3,0.324,LOW,68.5,MEDIUM,1
89.2,0,3,0.609,37,5,74.0,69.1,446.6,80.7,74.2,-0.174,LOW,77.6,HIGH,1
92.1,8,2,-0.95,41,4,73.0,79.5,310.6,88.5,66.7,-0.038,LOW,74.4,HIGH,-1
85.4,1,2,-0.111,34,6,75.1,73.1,374.5,83.2,76.9,0.036,LOW,80.7,HIGH,1
42.3,6,4,-0.229,24,32,48.9,68.6,229.3,64.7,65.3,-0.207,HIGH,52.2,MEDIUM,1
81.1,1,1,-0.079,34,8,66.5,70.1,279.2,62.7,76.2,0.341,MEDIUM,73.1,MEDIUM,1
78.7,1,0,0.368,45,12,67.8,80.3,376.5,74.1,73.6,0.168,LOW,76.8,HIGH,1
97.7,1,2,0.053,56,1,75.6,76.6,441.7,79.7,77.7,0.13,LOW,81.2,HIGH,1
83.8,1,2,-0.027,34,7,77.0,77.6,311.8,73.7,79.6,-0.324,LOW,75.7,HIGH,1
85.0,0,3,-0.018,37,6,79.3,67.3,413.3,88.9,77.9,-0.265,LOW,73.5,HIGH,1
78.9,0,6,-0.121,32,8,60.7,82.2,304.3,79.2,70.5,-0.251,LOW,71.8,MEDIUM,1
91.4,0,5,0.312,45,4,84.9,95.9,420.4,97.9,74.7,-0.592,LOW,90.5,HIGH,1
84.8,0,0,0.26,37,7,76.4,66.5,385.4,74.4,79.1,0.051,LOW,74.3,HIGH,1
78.6,0,2,-0.112,35,9,71.8,81.1,363.7,73.2,76.0,-0.577,LOW,71.1,MEDIUM,1
86.8,0,4,0.373,42,6,82.3,95.0,305.3,88.1,84.0,-0.039,LOW,91.0,HIGH,1
80.9,0,1,0.199,43,10,93.5,68.2,325.3,71.4,74.7,0.371,LOW,78.6,MEDIUM,1
96.6,0,0,-0.187,50,2,81.6,98.1,422.7,100.0,92.2,0.068,LOW,88.6,HIGH,1
86.1,0,2,-0.213,45,7,66.9,79.1,386.8,68.1,85.6,-0.15,LOW,76.1,HIGH,1
76.8,0,4,-0.176,31,9,79.6,73.4,324.5,81.7,86.3,-0.024,LOW,81.7,HIGH,1
86.7,0,6,0.375,49,7,84.9,76.1,449.1,80.7,77.7,0.25,LOW,82.6,HIGH,1
70.6,0,0,0.544,42,17,73.4,69.0,311.0,69.6,60.6,0.085,LOW,69.5,HIGH,1
75.4,0,1,-0.73,35,12,72.3,61.7,333.1,68.9,60.2,-0.214,LOW,71.3,MEDIUM,1
90.6,0,2,-0.258,38,4,67.1,74.9,370.6,84.4,70.7,0.036,LOW,75.3,HIGH,1
86.6,0,2,0.489,49,7,64.6,99.0,373.1,88.2,79.9,0.005,LOW,80.5,HIGH,1
78.3,0,2,0.014,40,11,69.5,61.0,346.0,78.4,74.7,-0.299,LOW,72.8,MEDIUM,1
61.4,1,1,0.066,35,22,53.5,69.4,271.7,53.0,62.3,0.278,MEDIUM,60.2,MEDIUM,1
83.1,0,3,0.124,44,9,86.2,76.6,383.2,74.6,77.3,-0.62,LOW,78.8,HIGH,1
77.5,0,4,0.194,39,11,54.8,73.4,335.1,68.5,63.2,0.031,LOW,68.7,MEDIUM,1
71.1,8,4,-0.95,39,16,69.9,64.0,342.3,57.4,64.7,-0.032,LOW,71.3,MEDIUM,-1
95.0,0,4,0.092,41,2,80.7,65.4,419.7,81.0,79.0,-0.16,LOW,80.4,HIGH,1
57.6,2,1,-0.503,33,24,70.5,68.7,299.5,76.9,77.6,-0.204,MEDIUM,70.9,MEDIUM,1
70.3,3,2,0.272,32,14,78.8,65.1,371.3,72.4,71.7,0.608,MEDIUM,74.1,MEDIUM,1
94.1,0,4,-0.021,47,3,72.8,83.2,401.1,83.2,78.6,-0.146,LOW,75.0,HIGH,1
69.6,1,5,0.433,38,17,85.2,63.8,363.4,74.8,77.3,-0.092,LOW,74.5,MEDIUM,1
64.7,2,3,-0.297,36,19,54.7,74.2,309.6,74.8,60.9,0.08,MEDIUM,63.1,MEDIUM,1
71.2,3,1,0.258,30,12,81.0,71.4,374.6,64.6,73.8,-0.1,MEDIUM,73.8,MEDIUM,1
91.6,0,3,0.377,44,4,87.9,83.1,443.9,80.0,90.1,-0.175,LOW,91.2,HIGH,1
82.6,0,3,0.463,39,8,54.5,82.2,335.1,95.6,72.8,-0.171,LOW,70.5,MEDIUM,1
72.5,8,0,-0.95,33,13,58.5,72.7,340.8,83.5,68.4,-0.069,MEDIUM,68.2,MEDIUM,-1
79.3,0,1,0.453,44,12,85.5,67.8,422.7,77.1,82.1,0.281,LOW,75.0,HIGH,1
91.9,0,2,0.071,46,4,82.9,89.9,367.6,94.8,85.7,0.034,LOW,90.2,HIGH,1
69.2,0,0,-0.012,30,13,70.4,89.7,327.0,88.0,70.4,0.413,LOW,73.2,HIGH,1
68.9,1,0,-0.815,30,13,38.4,74.7,266.5,82.4,63.5,0.313,MEDIUM,64.7,MEDIUM,1
85.4,0,4,0.295,38,6,75.6,50.9,427.3,76.7,68.1,0.298,LOW,75.5,HIGH,1
74.9,0,0,0.31,35,12,64.4,65.2,283.9,65.0,65.2,0.092,LOW,67.7,MEDIUM,1
65.3,2,4,0.003,32,17,52.7,67.3,266.2,69.6,65.3,0.07,MEDIUM,63.7,MEDIUM,1
76.1,0,0,0.367,43,13,81.2,70.4,412.7,81.0,77.7,0.19,LOW,76.0,HIGH,1
62.3,3,4,0.021,28,17,66.7,52.4,312.3,62.5,63.3,0.258,MEDIUM,60.5,MEDIUM,1
84.5,0,1,-0.001,41,7,66.9,70.4,379.2,76.1,61.9,-0.293,LOW,66.4,MEDIUM,1
83.0,0,3,0.027,41,8,67.3,77.0,349.6,75.3,65.7,0.151,LOW,67.7,HIGH,1
95.7,0,2,0.31,45,2,84.1,85.1,431.0,75.8,82.7,-0.077,LOW,82.6,HIGH,1
88.7,0,3,-0.428,48,6,84.9,79.7,395.8,77.3,91.7,-0.03,LOW,89.3,MEDIUM,1
68.6,1,4,-0.687,39,18,78.3,62.0,295.6,57.5,65.8,0.095,MEDIUM,68.2,MEDIUM,1
61.8,2,2,-0.425,27,17,72.3,55.4,370.7,64.1,60.2,-0.394,MEDIUM,67.3,MEDIUM,1
63.7,0,3,-0.372,36,21,66.5,63.6,310.9,61.6,60.9,0.417,MEDIUM,64.1,MEDIUM,1
74.6,0,1,0.19,30,10,62.2,68.6,339.3,72.2,70.7,-0.071,MEDIUM,68.0,MEDIUM,1
89.5,0,0,0.73,37,4,83.8,84.6,388.6,86.6,81.7,-0.125,LOW,84.1,HIGH,1
97.0,0,1,-0.034,48,1,71.6,71.5,461.1,84.8,66.3,0.158,LOW,77.8,HIGH,1
77.7,0,1,0.241,35,10,75.1,76.5,379.7,72.8,80.7,0.121,LOW,76.7,HIGH,1
63.8,0,0,-0.736,37,21,65.0,68.0,297.3,64.8,60.7,-0.273,MEDIUM,64.3,MEDIUM,1
85.7,0,4,-0.032,43,7,87.4,74.5,405.8,79.6,83.5,0.411,LOW,85.0,HIGH,1
89.9,0,1,0.313,51,6,88.6,84.2,371.5,85.1,77.3,-0.265,LOW,85.9,HIGH,1
94.4,0,0,-0.012,52,3,89.2,77.8,416.6,90.4,94.8,-0.028,LOW,86.4,HIGH,1
75.7,0,3,-0.08,36,11,78.6,84.1,337.7,79.7,88.4,-0.397,LOW,79.0,MEDIUM,1
43.5,3,5,-0.87,19,24,55.6,66.7,186.2,50.6,61.5,0.563,HIGH,58.6,LOW,1
37.4,4,1,-0.476,19,31,72.3,50.0,257.1,46.0,77.5,0.16,HIGH,50.0,LOW,1
63.7,3,3,0.091,31,18,73.9,84.2,305.0,68.4,73.2,-0.083,MEDIUM,69.2,MEDIUM,1
78.1,0,6,-0.028,43,12,91.9,55.2,442.3,65.3,71.8,-0.002,LOW,78.9,MEDIUM,1
93.2,0,4,0.128,48,3,94.3,97.3,365.3,95.6,100.0,-0.26,LOW,98.3,HIGH,1
72.8,0,4,-0.123,31,11,66.4,86.6,314.4,84.1,67.0,0.244,LOW,71.9,MEDIUM,1
92.1,0,0,0.012,46,4,74.4,70.5,402.8,81.6,73.1,-0.371,LOW,79.8,MEDIUM,1
86.6,1,1,0.46,48,7,84.2,75.9,429.1,69.2,97.7,0.185,LOW,83.9,HIGH,1
71.2,2,2,-0.033,30,12,56.3,60.8,294.6,62.4,55.1,-0.224,MEDIUM,59.0,MEDIUM,1
87.2,0,3,-0.119,43,6,74.4,74.6,471.3,76.5,74.7,0.367,LOW,77.7,HIGH,1
82.0,1,2,0.467,45,10,67.8,90.6,341.5,88.6,82.7,-0.15,LOW,77.8,HIGH,1
91.3,0,1,0.091,42,4,80.4,79.5,358.5,71.7,84.3,0.042,LOW,80.9,HIGH,1
80.3,0,2,0.01,43,11,49.7,55.7,320.5,60.7,45.8,0.429,MEDIUM,54.7,MEDIUM,1
85.4,0,3,0.154,46,8,98.0,85.7,483.1,87.6,98.9,0.127,LOW,93.0,HIGH,1
52.7,4,3,0.069,26,23,69.8,65.9,327.8,65.6,67.5,0.163,HIGH,65.1,MEDIUM,1
91.2,0,3,0.14,38,4,93.0,69.1,486.7,90.7,90.0,0.01,LOW,85.0,HIGH,1
81.4,1,2,-0.108,37,8,77.6,92.2,426.8,99.7,71.8,-0.084,LOW,82.5,HIGH,1
87.1,0,2,0.137,50,7,98.0,86.1,10.0,76.9,100.0,0.096,LOW,87.9,HIGH,-1
66.2,0,3,-0.72,29,15,74.8,66.5,328.4,58.4,70.6,0.045,MEDIUM,68.1,MEDIUM,1
91.7,0,2,-0.174,50,5,90.8,83.7,490.5,78.3,91.2,0.168,LOW,88.3,HIGH,1
58.3,5,3,-0.149,30,22,70.0,78.9,318.4,89.2,67.1,0.377,HIGH,74.4,MEDIUM,1
74.7,0,3,0.109,31,11,88.6,79.3,396.6,72.0,73.0,-0.04,LOW,78.5,MEDIUM,1
92.5,0,2,0.219,50,4,72.9,66.7,448.5,88.9,68.7,-0.109,LOW,75.0,HIGH,1
90.5,0,2,0.229,53,6,98.0,73.3,517.1,90.8,94.7,-0.191,LOW,90.8,HIGH,1
64.1,0,4,-0.003,29,16,65.1,49.4,376.0,44.8,68.3,0.082,MEDIUM,61.6,MEDIUM,1
73.5,1,2,0.133,32,11,62.2,71.0,275.9,75.2,62.0,0.243,LOW,66.0,MEDIUM,1
84.4,0,2,0.404,46,8,82.4,58.4,386.2,73.3,86.1,-0.067,LOW,74.3,HIGH,1
95.7,0,0,0.238,55,2,69.6,84.1,394.2,94.6,67.4,0.123,LOW,80.3,HIGH,1
91.5,0,2,0.255,44,4,74.9,89.3,350.4,97.9,77.5,-0.107,LOW,87.5,HIGH,1
86.4,1,8,-0.15,51,8,74.9,77.4,332.4,88.0,79.2,0.14,LOW,80.6,HIGH,1
81.0,0,3,-0.115,35,8,72.9,63.7,340.9,74.7,63.1,-0.148,LOW,63.8,MEDIUM,1
